LOB,File Name,File Path,Function Name,No of Parameters,Function Type,rule_id,rule_statement,parent_rule_id
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,GetElitePacEnhancedDetails,2,,rule-94,"['                    If elitePacDS.CL_FirstTableHasData Then\n', '                        Dim elistePacDt As DataTable = elitePacDS.Tables(0)\n', '                        With elitePacDA.Parameters\n', '                            .Clear()\n', '                            .Add(New System.Data.SqlClient.SqlParameter(""@StateCode"", SqlDbType.Char, 2)).Value = sPredominantState\n', '                            .Add(New System.Data.SqlClient.SqlParameter(""@Effdate"", SqlDbType.SmallDateTime)).Value = elistePacDt.Rows(0).Item(""Eff_Date"").ToString\n', '                            .Add(New System.Data.SqlClient.SqlParameter(""@HelpValue"", SqlDbType.VarChar, 50)).Value = sPFMisc4\n', '                            .Add(New System.Data.SqlClient.SqlParameter(""@MaxCount"", SqlDbType.VarChar, 50)).Value = String.Empty\n', '                        End With\n', '                        Dim ppEnhancedDA As DataSet = elitePacDA.ExecuteDataset(CommandType.StoredProcedure, ELITE_PAC_SP)\n']","rule-93,rule-94"
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,GetElitePacEnhancedDetails,2,,rule-95,"['                        If ppEnhancedDA.CL_FirstTableHasData Then\n', '                            With ppEnhancedDA.Tables(0).Rows(0)\n', '                                sClassCode = .Item(""Class_Code"").ToString\n', '                                sLimit = .Item(""Enh_Limit"").ToString\n', '                                sFlatCharge = .Item(""Flat_Charge"").ToString\n', '                            End With\n', '                        End If\n']","rule-93,rule-94,rule-95"
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,GetElitePacEnhancedDetails,2,,,['                    End If\n'],"rule-93,rule-94"
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,GetElitePacEnhancedDetails,2,,,"['                    elitePacDA.CloseConnection()\n', '                End Using\n', '\nEnd If']",rule-93
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,GetElitePacEnhancedDetails,2,,rule-96,"['                If elitePacDS.CL_FirstTableHasData Then\n', '                    Dim elistePacDt As DataTable = elitePacDS.Tables(0)\n', '                    For nRowCnt = elistePacDt.Rows.Count - 1 To 0 Step -1\n', '                        nTestDate = GrgJul(BusinessServices.Utility.FormatDate(elistePacDt.Rows(nRowCnt).Item(""Eff_Date"").ToString, BusinessServices.Utility.DateFormatType.mmddyy))\n', '                        If nPolicyEffDate >= nTestDate Then\n', '                            With elitePacDA.Parameters\n', '                                .Clear()\n', '                                .Add(New System.Data.SqlClient.SqlParameter(""@StateCode"", SqlDbType.Char, 2)).Value = getElitePacEnhancedDetailsArgs.PredominantState\n', '                                .Add(New System.Data.SqlClient.SqlParameter(""@Effdate"", SqlDbType.SmallDateTime)).Value = elistePacDt.Rows(0).Item(""Eff_Date"").ToString\n', '                                .Add(New System.Data.SqlClient.SqlParameter(""@HelpValue"", SqlDbType.VarChar, 50)).Value = getElitePacEnhancedDetailsArgs.PFMisc4\n', '                                .Add(New System.Data.SqlClient.SqlParameter(""@MaxCount"", SqlDbType.VarChar, 50)).Value = String.Empty\n', '                            End With\n', '                            Dim ppEnhancedDA As DataSet = elitePacDA.ExecuteDataset(CommandType.StoredProcedure, ELITE_PAC_SP)\n', '                            If ppEnhancedDA.CL_FirstTableHasData Then\n', '                                With ppEnhancedDA.Tables(0).Rows(0)\n', '                                    getElitePacEnhancedDetailsArgs.ClassCode = .Item(""Class_Code"").ToString\n', '                                    getElitePacEnhancedDetailsArgs.Limit = .Item(""Enh_Limit"").ToString\n', '                                    getElitePacEnhancedDetailsArgs.FlatCharge = .Item(""Flat_Charge"").ToString\n', '                                End With\n', '                                Exit For\n', '                            End If\n']",rule-96
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CheckGreenPac2009,1,,rule-97,"['            If PFShared.isRuleApplicable(oLobData.Attributes.Common.PolicyEffectiveDate,oLobData.Attributes.Common.PredominantState,Resources.RuleConstants.Presentation.AllowGreenPacCoverageWithEffectiveDate) Then\n', '                oLobData.Policy.Input(""PFGreenPacIcAval"").Value = status.YES_ABBREVIATED\n', '\nEnd If']",rule-97
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,GreenPacAgencyPrefill,2,,rule-98,"['            If oLobData.Attributes.Common.WalkThruType = ""R"" Then\n', '                Exit Sub\n', '\nEnd If']",rule-98
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,GreenPacAgencyPrefill,2,,rule-99,['            If iResult = 0 Then\n'],rule-99
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,GreenPacAgencyPrefill,2,,rule-100,"['                If Mid(sTxType, 1, 2) = ""NB"" Or Mid(sTxType, 1, 2) = ""RE"" Or Mid(sTxType, 1, 2) = ""RC"" Then\n']","rule-99,rule-100"
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,GreenPacAgencyPrefill,2,,rule-101,"['                    If Trim(oLobData.Policy.Input(""PFGreenPacIcPrefillt"").Value) = """" Then\n']","rule-99,rule-100,rule-101"
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,GreenPacAgencyPrefill,2,,rule-102,"['                        If GPIcFlat.Trim() <> """" Then\n', '                            oLobData.Policy.Input(""PFGreenPacIcFlat"").Value = GPIcFlat\n', '                            oLobData.Policy.Input(""PFGreenPacIcAOLOLmt"").Value = GPIcLimit1\n', '                            oLobData.Policy.Input(""PFGreenPacIcAOPPLmt"").Value = GPIcLimit2\n', '                            oLobData.Policy.Input(""PFGreenPacIcPrefillt"").Value = ""Y""\n', '                        End If\n']","rule-99,rule-100,rule-101,rule-102"
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,GreenPacAgencyPrefill,2,,,['                    End If\n'],"rule-99,rule-100,rule-101"
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,GreenPacAgencyPrefill,2,,rule-103,"['                    If Trim(oLobData.Policy.Input(""PFGreenPacScPrefillt"").Value) = """" Then\n']","rule-99,rule-100,rule-103"
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,GreenPacAgencyPrefill,2,,rule-104,"['                        If GPScFlat.Trim() <> """" Then\n', '                            oLobData.Policy.Input(""PFGreenPacScFlat"").Value = GPScFlat\n', '                            oLobData.Policy.Input(""PFGreenPacScAOLOLmt"").Value = GPSclimit1\n', '                            oLobData.Policy.Input(""PFGreenPacScAOPPLmt"").Value = GPscLimit2\n', '                            oLobData.Policy.Input(""PFGreenPacScPrefillt"").Value = ""Y""\n', '                        End If\n']","rule-99,rule-100,rule-103,rule-104"
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,GreenPacAgencyPrefill,2,,,['                    End If\n'],"rule-99,rule-100,rule-103"
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,GreenPacAgencyPrefill,2,,,['                End If\n'],"rule-99,rule-100"
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,GreenPacAgencyPrefill,2,,,['\nEnd If'],rule-99
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CheckCrisisResponse,1,,rule-105,"['            If PFShared.IsRuleApplicable(oLobData.Attributes.Common.PolicyEffectiveDate, oLobData.Attributes.Common.PredominantState, Resources.RuleConstants.Presentation.AllowCrisisResponseCoverageWithEffectiveDate) Then\n', '                oLobData.Policy.Input.Fields(""PFCrisisResponse"").Value = status.YES_ABBREVIATED\n', '\nEnd If']",rule-105
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CrisisResponseAgencyPrefill,1,,rule-106,"['            If oCOBCShared.CrisisResponseAgentPrefill(oLobData.Attributes.Common.PolicyEffectiveDate.ToString(), _\n', '                            oLobData.Attributes.Common.AgencyCode.ToString(), _\n', '                            sCRBIEEOccurLimit, _\n', '                            sCRBIEEAggrLimit) = 1 Then\n', '                oLobData.Attributes(""CRBIEEOccurLimit"") = String.Empty\n', '                oLobData.Attributes(""CRBIEEAggrLimit"") = String.Empty\n', '\nEnd If']",rule-106
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CrisisResponseAgencyPrefill,1,,rule-107,"['                If Mid(sTxType, 1, 2) = ""NB"" Or Mid(sTxType, 1, 2) = ""RE"" Or Mid(sTxType, 1, 2) = ""RC"" Then\n']",rule-107
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CrisisResponseAgencyPrefill,1,,rule-108,"['                    If Trim(oLobData.Policy.Input.Fields(""PFCrisisResponsePrefill"").Value) = """" Then\n']","rule-107,rule-108"
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CrisisResponseAgencyPrefill,1,,rule-109,"['                        If Trim(oLobData.Attributes(""CRBIEEOccurLimit"")) <> """" Then\n', '                            oLobData.Policy.Input.Fields(""PFCrisisResponseBIEEOccLmt"").Value = oLobData.Attributes(""CRBIEEOccurLimit"")\n', '                            oLobData.Policy.Input.Fields(""PFCrisisResponseBIEEAggLmt"").Value = oLobData.Attributes(""CRBIEEAggrLimit"")\n']","rule-107,rule-108,rule-109"
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CrisisResponseAgencyPrefill,1,,rule-110,"['                            If Val(oLobData.Attributes(""CRBIEEOccurLimit"")) <= 50000 Then\n', '                                sLimit = ""10000""\n', '                            Else\n', '                                sLimit = ""25000""\n', '                            End If\n']","rule-107,rule-108,rule-109,rule-110"
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CrisisResponseAgencyPrefill,1,,,"['                            oLobData.Policy.Input.Fields(""PFCrisisResponseCEOccLmt"").Value = sLimit\n', '                            oLobData.Policy.Input.Fields(""PfCrisisResponseCEAggLmt"").Value = sLimit\n', '                            oLobData.Policy.Input.Fields(""PFCrisisResponsePrefill"").Value = ""Y""\n', '                        End If\n']","rule-107,rule-108,rule-109"
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CrisisResponseAgencyPrefill,1,,,['                    End If\n'],"rule-107,rule-108"
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CrisisResponseAgencyPrefill,1,,,['\nEnd If'],rule-107
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CrisisResponseAgencyPrefill,1,,rule-111,"['            If bProMetrix = True Then\n', '                sVal = ""Y""\n', '\nEnd If']",rule-111
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,CheckProMetrixRenewalSubsequent,1,PF,rule-112,"['            If bProMetrix = True Then\n', '                CheckProMetrixRenewalSubsequent = True\n', '\nEnd If']",rule-112
LobPF,PFPolicy.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SaveData,3,,rule-113,"['            If oValidationResults Is Nothing Then\n', '                oValidationResults = New ErrorCollection()\n', '\nEnd If']",rule-113
LobPF,PFProt.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SaveData,2,,rule-1,['            Select Case sAction\n'],rule-1
LobPF,PFProt.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SaveData,2,,rule-2,"['                Case PFConstants.ACTION_SAVE_NAV_AWAY\n', '                    Save124Data(oLobLoc, oForm)\n', '                    Validation(oLobLoc, oValidationResults)\n']","rule-1,rule-2"
LobPF,PFProt.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SaveData,2,,rule-3,['                    If oValidationResults.ErrorCount = 0 Then\n'],"rule-1,rule-2,rule-3"
LobPF,PFProt.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SaveData,2,,rule-4,"['                Case PFConstants.ACTION_WALK_THRU\n', '\nEnd If']","rule-1,rule-2,rule-4"
LobPF,PFProt.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SaveData,2,,,['            End Select\n'],"rule-1,rule-2"
LobPF,PFProt.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validation,2,,rule-5,"['            If Trim(oLobLoc.Input(""PfOtherProt"").Value) = ""Y"" And Trim(oLobLoc.Input(""PfOtherDesc"").Value) = """" Then\n', '                oValidationResults.Add(""-Other Protective Devices description required"", ""txtPfOtherDesc"")\n', '\nEnd If']",rule-5
LobPF,PFProt.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validation,2,,rule-6,['            If bViewMode = False Then\n'],rule-6
LobPF,PFProt.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validation,2,,rule-7,"['                If (InStr(1, REQURES_EXTING_SYS, ""*"" & Trim(oLobLoc.Input(""PfBldgClass"").Value) & ""*"") > 0) _\n', '                Or (InStr(1, REQURES_EXTING_SYS, ""*"" & Trim(oLobLoc.Input(""PfBppClassCd"").Value) & ""*"") > 0) Then\n']","rule-6,rule-7"
LobPF,PFProt.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validation,2,,rule-8,"['                    If (InStr(""*1*2*3*"", (""*"" & Trim(oLobLoc.Input(""PfAutoExt"").Value) & ""*"")) = 0) Then\n', '                        oValidationResults.Add(""Type of Automatic Extinguishing System must be 1, 2, or 3"", ""cboPfAutoExt"")\n', '                    End If\n']","rule-6,rule-7,rule-8"
LobPF,PFProt.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validation,2,,,['                End If\n'],"rule-6,rule-7"
LobPF,PFProt.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validation,2,,,['\nEnd If'],rule-6
LobPF,PFProtNY.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SaveData,2,,rule-1,['            Select Case sAction\n'],rule-1
LobPF,PFProtNY.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SaveData,2,,rule-2,"['                Case PFConstants.ACTION_SAVE_NAV_AWAY\n', '                    Save12_4Data(oLobLoc, oForm)\n', '                    Validation(oLobLoc, oValidationResults)\n']","rule-1,rule-2"
LobPF,PFProtNY.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SaveData,2,,rule-3,['                    If oValidationResults.ErrorCount = 0 Then\n'],"rule-1,rule-2,rule-3"
LobPF,PFProtNY.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SaveData,2,,rule-4,"['                Case PFConstants.ACTION_WALK_THRU\n', '\nEnd If']","rule-1,rule-2,rule-4"
LobPF,PFProtNY.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SaveData,2,,,['            End Select\n'],"rule-1,rule-2"
LobPF,PFProtNY.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validation,2,,rule-5,"['            If Trim(oLobLoc.Input(""PfOtherProt"").Value) = ""Y"" And Trim(oLobLoc.Input(""PfOtherDesc"").Value) = """" Then\n', '                oValidationResults.Add(""-Other Protective Devices description required"", ""txtPfOtherDesc"")\n', '\nEnd If']",rule-5
LobPF,PFProtNY.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validation,2,,rule-6,['            If bViewMode = False Then\n'],rule-6
LobPF,PFProtNY.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validation,2,,rule-7,"['                If (InStr(1, REQURES_EXTING_SYS, ""*"" & Trim(oLobLoc.Input(""PfBldgClass"").Value) & ""*"") > 0) _\n', '                Or (InStr(1, REQURES_EXTING_SYS, ""*"" & Trim(oLobLoc.Input(""PfBppClassCd"").Value) & ""*"") > 0) Then\n']","rule-6,rule-7"
LobPF,PFProtNY.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validation,2,,rule-8,"['                    If (InStr(""*1*2*3*"", (""*"" & Trim(oLobLoc.Input(""PfAutoExt"").Value) & ""*"")) = 0) Then\n', '                        oValidationResults.Add(""Type of Automatic Extinguishing System must be 1, 2, or 3"", ""cboPfAutoExt"")\n', '                    End If\n']","rule-6,rule-7,rule-8"
LobPF,PFProtNY.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validation,2,,,['                End If\n'],"rule-6,rule-7"
LobPF,PFProtNY.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validation,2,,,['\nEnd If'],rule-6
LobPF,PfPwrPacClasRated.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-1,"['            If oLobData.Policy.Input(""PfPPClsRtDrctInd"").Value.Trim > """" And oLobData.Policy.Input(""PfPPClsRtIndrctInd"").Value.Trim = """" Then\n', '                oValidationResults.Add(""Indirect Deductible required "", ""ddlPfPPClsRtIndrctInd"")\n', '\nEnd If']",rule-1
LobPF,PfPwrPacClasRated.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-2,"['            If oLobData.Policy.Input(""PfPPClsRtIndrctInd"").Value.Trim > """" And oLobData.Policy.Input(""PfPPClsRtDrctInd"").Value.Trim = """" Then\n', '                oValidationResults.Add(""Direct Deductible required "", ""ddlPfPPClsRtDrctInd"")\n', '\nEnd If']",rule-2
LobPF,PfPwrPacClasRated.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,ValidateBic,3,,rule-3,"['            If oLobData.Policy.Input(""PfPPClsRtDrctInd"").Value.Trim > """" And oLobData.Policy.Input(""PfPPClsRtIndrctInd"").Value.Trim = """" Then\n', '                oValidationResults.Add(""Indirect Deductible required "", ""ddlPfPPClsRtIndrctInd"")\n', '\nEnd If']",rule-3
LobPF,PfPwrPacClasRated.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,ValidateBic,3,,rule-4,"['            If oLobData.Policy.Input(""PfPPClsRtIndrctInd"").Value.Trim > """" And oLobData.Policy.Input(""PfPPClsRtDrctInd"").Value.Trim = """" Then\n', '                oValidationResults.Add(""Direct Deductible required "", ""ddlPfPPClsRtDrctInd"")\n', '\nEnd If']",rule-4
LobPF,PfPwrPacHSBPolDeds.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-1,"['                If .Fields(""PfPolPPDACDedCd"").Value.Trim > """" _\n', '                    And .Fields(""PfPolPPDDedCd"").Value.Trim = .Fields(""PfPolPPDACDedCd"").Value.Trim Then\n', '                    oValidationResults.Add(""Air Conditioning deductible cannot be equal to Direct Coverage deductible"", ""cboDAirDed"")\n', '\nEnd If']",rule-1
LobPF,PfPwrPacHSBPolDeds.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-2,"['                If .Fields(""PfPolPPDBlrDedCd"").Value.Trim > """" _\n', '                    And .Fields(""PfPolPPDDedCd"").Value.Trim = .Fields(""PfPolPPDBlrDedCd"").Value.Trim Then\n', '                    oValidationResults.Add(""Boiler deductible cannot be equal to Direct Coverage deductible"", ""cboDBoilDed"")\n', '\nEnd If']",rule-2
LobPF,PfPwrPacHSBPolDeds.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-3,"['                If .Fields(""PfPolPPDDigDedCd"").Value.Trim > """" _\n', '                    And .Fields(""PfPolPPDDedCd"").Value.Trim = .Fields(""PfPolPPDDigDedCd"").Value.Trim Then\n', '                    oValidationResults.Add(""Diagnostic Equipment deductible cannot be equal to Direct Coverage deductible"", ""cboDDiagEqDed"")\n', '\nEnd If']",rule-3
LobPF,PfPwrPacHSBPolDeds.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-4,"['                If .Fields(""PfPolPPDElcDedCd"").Value.Trim > """" _\n', '                    And .Fields(""PfPolPPDDedCd"").Value.Trim = .Fields(""PfPolPPDElcDedCd"").Value.Trim Then\n', '                    oValidationResults.Add(""Electrical Generator deductible cannot be equal to Direct Coverage deductible"", ""cboDElecGenDed"")\n', '\nEnd If']",rule-4
LobPF,PfPwrPacHSBPolDeds.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-5,"['                If .Fields(""PfPolPPDPrsDedCd"").Value.Trim > """" _\n', '                    And .Fields(""PfPolPPDDedCd"").Value.Trim = .Fields(""PfPolPPDPrsDedCd"").Value.Trim Then\n', '                    oValidationResults.Add(""Press deductible cannot be equal to Direct Coverage deductible"", ""cboDPressDed"")\n', '\nEnd If']",rule-5
LobPF,PfPwrPacHSBPolDeds.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-6,"['                If .Fields(""PfPolPPDRfgDedCd"").Value.Trim > """" _\n', '                    And .Fields(""PfPolPPDDedCd"").Value.Trim = .Fields(""PfPolPPDRfgDedCd"").Value.Trim Then\n', '                    oValidationResults.Add(""Refrigeration System deductible cannot be equal to Direct Coverage deductible"", ""cboDRefrigDed"")\n', '\nEnd If']",rule-6
LobPF,PfPwrPacHSBPolDeds.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,ValidateBic,3,,rule-7,"['                If .Fields(""PfPolPPDACDedCd"").Value.Trim > """" _\n', '                    And .Fields(""PfPolPPDDedCd"").Value.Trim = .Fields(""PfPolPPDACDedCd"").Value.Trim Then\n', '                    oValidationResults.Add(""Air Conditioning deductible cannot be equal to Direct Coverage deductible"", ""cboDAirDed"")\n', '\nEnd If']",rule-7
LobPF,PfPwrPacHSBPolDeds.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,ValidateBic,3,,rule-8,"['                If .Fields(""PfPolPPDBlrDedCd"").Value.Trim > """" _\n', '                    And .Fields(""PfPolPPDDedCd"").Value.Trim = .Fields(""PfPolPPDBlrDedCd"").Value.Trim Then\n', '                    oValidationResults.Add(""Boiler deductible cannot be equal to Direct Coverage deductible"", ""cboDBoilDed"")\n', '\nEnd If']",rule-8
LobPF,PfPwrPacHSBPolDeds.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,ValidateBic,3,,rule-9,"['                If .Fields(""PfPolPPDDigDedCd"").Value.Trim > """" _\n', '                    And .Fields(""PfPolPPDDedCd"").Value.Trim = .Fields(""PfPolPPDDigDedCd"").Value.Trim Then\n', '                    oValidationResults.Add(""Diagnostic Equipment deductible cannot be equal to Direct Coverage deductible"", ""cboDDiagEqDed"")\n', '\nEnd If']",rule-9
LobPF,PfPwrPacHSBPolDeds.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,ValidateBic,3,,rule-10,"['                If .Fields(""PfPolPPDElcDedCd"").Value.Trim > """" _\n', '                    And .Fields(""PfPolPPDDedCd"").Value.Trim = .Fields(""PfPolPPDElcDedCd"").Value.Trim Then\n', '                    oValidationResults.Add(""Electrical Generator deductible cannot be equal to Direct Coverage deductible"", ""cboDElecGenDed"")\n', '\nEnd If']",rule-10
LobPF,PfPwrPacHSBPolDeds.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,ValidateBic,3,,rule-11,"['                If .Fields(""PfPolPPDPrsDedCd"").Value.Trim > """" _\n', '                    And .Fields(""PfPolPPDDedCd"").Value.Trim = .Fields(""PfPolPPDPrsDedCd"").Value.Trim Then\n', '                    oValidationResults.Add(""Press deductible cannot be equal to Direct Coverage deductible"", ""cboDPressDed"")\n', '\nEnd If']",rule-11
LobPF,PfPwrPacHSBPolDeds.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,ValidateBic,3,,rule-12,"['                If .Fields(""PfPolPPDRfgDedCd"").Value.Trim > """" _\n', '                    And .Fields(""PfPolPPDDedCd"").Value.Trim = .Fields(""PfPolPPDRfgDedCd"").Value.Trim Then\n', '                    oValidationResults.Add(""Refrigeration System deductible cannot be equal to Direct Coverage deductible"", ""cboDRefrigDed"")\n', '\nEnd If']",rule-12
LobPF,PfPwrPacHSBRated.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-1,"['                If .Fields(""PfPPHSBRated"").Value = ""F"" And _\n', '                    (Len(.Fields(""PfPPHSBPrem"").Value.Trim) = 0) Then\n', '                    oValidationResults.Add(""HSB Premium required"", ""txtPfPPHSBPrem"")\n', '\nEnd If']",rule-1
LobPF,PfPwrPacHSBRated.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-2,"['                If Val(.Fields(""PfPPHSBEqpBdLmt"").Value) = 0 And _\n', '\nEnd If']",rule-2
LobPF,PFQuickRate.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-1,"['            If (schkBldg.Trim = ""Y"") _\n', '               And (Len(oLobLoc.Input(""PfBldgLim"").Value.Trim) = 0) Then\n', '                oValidationResults.Add(""Building limit required when coverage is checked"", ""txtPfBldgLim"")\n', '\nEnd If']",rule-1
LobPF,PFQuickRate.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-2,"['            If (schkBpp1.Trim = ""Y"") _\n', '               And (Len(oLobLoc.Input(""PfBppLim1"").Value.Trim) = 0) Then\n', '                oValidationResults.Add(""BPP1 limit required when coverage is checked"", ""txtPfBppLim1"")\n', '\nEnd If']",rule-2
LobPF,PFQuickRate.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-3,"['            If (schkBpp2.Trim = ""Y"") _\n', '               And (Len(oLobLoc.Input(""PfBppLim2"").Value.Trim) = 0) Then\n', '                oValidationResults.Add(""BPP2 limit required when coverage is checked"", ""txtPfBppLim2"")\n', '\nEnd If']",rule-3
LobPF,PFQuickRate.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,Validate,2,,rule-4,"['            If (schkBials.Trim = ""Y"") _\n', '              And (Len(oLobLoc.Input(""PfBincLim"").Value.Trim) = 0) Then\n', '                oValidationResults.Add(""BI Actual Loss limit required when coverage is checked"", ""txtPfBincLim"")\n', '\nEnd If']",rule-4
LobPF,PFRisk.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetIsoLossCostDate,4,PV-S,rule-1,"['            If isEstimatedLossCostEligible.Equals(False) Then\n', '                SetPrometrixStatus(locationInput)\n', '\nEnd If']",rule-1
LobPF,PFRisk.vb,D:\SIL\ApplicationAssembles\LobPF\LobPF.BusinessRules,SetIsoLossCostDate,4,PV-S,rule-2,"['            If String.IsNullOrWhiteSpace(lossCostDate) Then\n', '                validationResults.Add(""Invalid ISO Loss Cost Date."", String.Empty)\n', '                riskReturnType = 1\n', '\nEnd If']",rule-2
